00,CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
84,6629657,2016-12-14 18:15:24,,2016-12-14 18:38:47,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"30 SHOTWELL ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767936465457, -122.416777363743)",Voice In,
85,6629649,2016-12-14 18:13:28,2016-12-18 08:25:29,2016-12-18 08:25:29,Closed,Area Cleaned - SENDING 9109 TO CLEAN AND SFPD AWARE OF SITUATION,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 20TH ST and FLORIDA ST,9,Mission,"(37.7591338604323, -122.410758686679)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5851fc3e3da19793c74d28dc/photo_20161214_181226.jpg
86,6629636,2016-12-14 18:08:41,,2016-12-14 18:38:45,Open,accepted,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"711 YORK ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.760054771904, -122.408808467861)",Open311,
87,6629618,2016-12-14 17:59:26,2016-12-18 10:31:17,2016-12-18 10:31:17,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and SHOTWELL ST,9,Mission,"(37.7668713217817, -122.416548520311)",Voice In,
88,6629498,2016-12-14 17:04:18,2016-12-18 08:25:13,2016-12-18 08:25:13,Closed,Area Cleaned - SENDING 447 TO CLEAN AND SFPD AWARE OF SITUATION,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and FOLSOM ST,9,Mission,"(37.7653147489607, -122.415308353435)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5851ec033da19793c74d271f/report.jpg
89,6629189,2016-12-14 15:48:35,2016-12-18 11:30:50,2016-12-18 11:30:50,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"400 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763833042374, -122.412416363753)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5851da463da19793c74d2490/report.jpg
90,6629176,2016-12-14 15:47:06,,2016-12-14 15:47:06,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 17TH ST and FLORIDA ST,9,Mission,"(37.7642514416934, -122.411330111097)",Open311,
91,6629106,2016-12-14 15:31:04,2016-12-15 02:10:31,2016-12-15 02:10:31,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1884 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767211241056, -122.415686804856)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5851d62f3da19793c74d23bd/report.jpg
92,6628822,2016-12-14 14:33:20,2016-12-14 17:15:11,2016-12-14 17:15:11,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BRYANT ST and MARIPOSA ST,9,Mission,"(37.7630293653036, -122.410244024427)",Voice In,
93,6628734,2016-12-14 14:17:03,2016-12-14 17:25:09,2016-12-14 17:25:09,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"600 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761479550406, -122.412190448643)",Web Self Service,http://mobile311.sfgov.org/media/san_francisco/report/photos/5851c4c53da19793c74d2050/image.jpeg
94,6628612,2016-12-14 13:54:17,2016-12-18 00:27:11,2016-12-18 00:27:11,Closed,Area Cleaned - 2:14PM SFPD Dispatcher 206 (HOLD 3 minutes) CAD# 163492392,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1941 HARRISON ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.76654276882, -122.413051590739)",Open311,
95,6628602,2016-12-14 13:51:29,2016-12-18 12:26:23,2016-12-18 12:26:23,Closed,Area Cleaned - Contacte SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1941 HARRISON ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.76654276882, -122.413051590739)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5851bec93da19793c74d1ef4/photo_20161214_135102.jpg
96,6628488,2016-12-14 13:34:57,2016-12-18 12:26:24,2016-12-18 12:26:24,Closed,Area Cleaned - Contacte SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2761 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765312317273, -122.414434026033)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5851baf03da19793c74d1d57/report.jpg
97,6627914,2016-12-14 11:43:55,2016-12-14 13:00:16,2016-12-14 13:00:16,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 19TH ST and FOLSOM ST,9,Mission,"(37.7604987364894, -122.41484199114)",Voice In,
98,6627854,2016-12-14 11:35:11,2016-12-18 12:26:25,2016-12-18 12:26:25,Closed,Area Cleaned - Contacte SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and HARRISON ST,9,Mission,"(37.7654474943791, -122.413105187419)",Open311,
99,6627710,2016-12-14 11:11:45,2016-12-18 00:27:24,2016-12-18 00:27:24,Closed,Area Cleaned - 11:06AM SFPD Dispatcher 113 (HOLD 11 minutes) CAD# 163491604.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2740 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765447363043, -122.414021872148)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5851995f3da19793c74d1618/report.jpg
100,6627317,2016-12-14 10:02:20,2016-12-18 11:30:48,2016-12-18 11:30:48,Closed,Area Cleaned - SFPD has been enformened and we sent someone out there this morning to clean area,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2740 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765447363043, -122.414021872148)",Web Self Service,
101,6627308,2016-12-14 10:01:17,2016-12-18 11:31:06,2016-12-18 11:31:06,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"400 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763833042374, -122.412416363753)",Voice In,
102,6626970,2016-12-14 09:06:07,2016-12-14 19:55:02,2016-12-14 19:55:02,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and MISSION ST,9,Mission,"(37.7666735118861, -122.419825155814)",Open311,
103,6626691,2016-12-14 08:13:55,2016-12-18 09:25:55,2016-12-18 09:25:55,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1985 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765277107348, -122.419512877188)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58516fb93da19793c74d0a66/photo_20161214_081211.jpg
104,6626533,2016-12-14 07:21:37,2016-12-18 00:27:33,2016-12-18 00:27:33,Closed,Area Cleaned - 08:11AM SFPD Dispatcher 7 (HOLD 2 minutes) CAD# 90810.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and HARRISON ST,9,Mission,"(37.7654474943791, -122.413105187419)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/585163733da19793c74d08bd/report.jpg
105,6626531,2016-12-14 07:20:29,2016-12-18 08:25:31,2016-12-18 08:25:31,Closed,Area Cleaned - SENDING 447 TO CLEAN AND SFPD AWARE OF SITUATION,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and SHOTWELL ST,9,Mission,"(37.765249409965, -122.416387642122)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/585163313da19793c74d08b1/report.jpg
106,6626529,2016-12-14 07:19:28,2016-12-18 08:25:32,2016-12-18 08:25:32,Closed,Area Cleaned - SENDING 447 TO CLEAN AND SFPD AWARE OF SITUATION,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and FOLSOM ST,9,Mission,"(37.7653147489607, -122.415308353435)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/585162f33da19793c74d08a5/report.jpg
107,6626509,2016-12-14 07:03:25,2016-12-18 08:25:19,2016-12-18 08:25:19,Closed,Area Cleaned - SENDING 9109 TO CLEAN AND SFPD AWARE OF SITUATION,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 20TH ST and FLORIDA ST,9,Mission,"(37.7591338604323, -122.410758686679)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58515f2e3da19793c74d0831/photo_20161214_070229.jpg
108,6626492,2016-12-14 06:41:43,2016-12-18 08:25:16,2016-12-18 08:25:16,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of POTRERO AVE and DIVISION ST,6,Mission,"(37.769243953611, -122.408007171216)",Voice In,
109,6625999,2016-12-13 19:25:13,2016-12-18 22:25:11,2016-12-18 22:25:11,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2080 BRYANT ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76073325802, -122.410216217655)",Open311,
110,6625998,2016-12-13 19:24:07,2016-12-17 00:30:21,2016-12-17 00:30:21,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 18TH ST and FLORIDA ST,9,Mission,"(37.7617009755953, -122.411090102877)",Open311,
111,6625883,2016-12-13 18:06:56,2016-12-17 00:30:17,2016-12-17 00:30:17,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"45 DUBOCE AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.769800699437, -122.421140153344)",Open311,
112,6625713,2016-12-13 16:57:35,2016-12-17 00:30:19,2016-12-17 00:30:19,Closed,Area Cleaned - 07:23AM SFPD Dispatcher 177 CAD#  163480647,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"750 FLORIDA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.759663747673, -122.411043895685)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/585098f33da19793c74d0085/report.jpg
113,6625672,2016-12-13 16:45:54,2016-12-17 18:25:15,2016-12-17 18:25:15,Closed,Area Cleaned - Called SFPD for Homeless Assistance 415-553-0123 CAD #163482879,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 13TH ST and HWY 101 S ON RAMP,9,Mission,"(37.769805495, -122.41812502)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/585096363da19793c74cffe6/photo_20161213_164451.jpg
114,6625530,2016-12-13 16:14:26,2016-12-17 13:30:08,2016-12-17 13:30:08,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and FOLSOM ST,9,Mission,"(37.7653147489607, -122.415308353435)",Open311,
115,6625514,2016-12-13 16:10:32,2016-12-17 11:31:03,2016-12-17 11:31:03,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2719 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765365882843, -122.413546473062)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58508def3da19793c74cfe1d/photo_20161213_161021.jpg
116,6625151,2016-12-13 14:54:41,2016-12-17 18:25:06,2016-12-17 18:25:06,Closed,Area Cleaned - Called SFPD for Homeless Assistance 415-553-0123 CAD #163482876,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1750 HARRISON ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.769008879984, -122.413613048178)",Open311,
117,6625038,2016-12-13 14:33:09,2016-12-17 13:25:26,2016-12-17 13:25:26,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2075 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764097916779, -122.415011903149)",Open311,
118,6624917,2016-12-13 14:12:48,2016-12-19 00:27:50,2016-12-19 00:27:50,Closed,Area Cleaned - 10-98,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2860 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765353291362, -122.416721001111)",Open311,
119,6624905,2016-12-13 14:11:39,2016-12-16 14:55:04,2016-12-16 14:55:04,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765511320074, -122.417678769023)",Open311,
120,6624756,2016-12-13 13:43:42,2016-12-16 17:25:09,2016-12-16 17:25:09,Closed,Area Cleaned - 8054 going to clean and advise sfpd - occupied,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2941 HARRISON ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.750379091937, -122.411502199208)",Voice In,
121,6624595,2016-12-13 13:16:50,2016-12-17 00:27:04,2016-12-17 00:27:04,Closed,Area Cleaned - 1:32PM SFPD Dispatcher 183  (HOLD 1 minutes) CAD# 163481977,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"50 14TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.768695167542, -122.414687914668)",Open311,
122,6624466,2016-12-13 12:55:39,2016-12-17 13:25:27,2016-12-17 13:25:27,Closed,Area Cleaned - Called SFPD for Homeless Assistance 415-553-0123 CAD # 163480654,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"3121 17TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763536136912, -122.415785328009)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5850603e3da19793c74cf2e8/report.jpg
123,6624419,2016-12-13 12:46:46,2016-12-17 00:27:11,2016-12-17 00:27:11,Closed,Area Cleaned - 1:02PM SFPD Dispatcher 124 (HOLD 1 minutes)  CAD# 163481857.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"119 SAN CARLOS ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761451586598, -122.419988367299)",Open311,
124,6624256,2016-12-13 12:16:50,2016-12-17 13:25:28,2016-12-17 13:25:28,Closed,Area Cleaned - Called SFPD for Homeless Assistance 415-553-0123 CAD # 163481850,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2208 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761619901592, -122.419537211913)",Voice In,
125,6623935,2016-12-13 11:26:23,2016-12-17 13:25:33,2016-12-17 13:25:33,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2091 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763852423965, -122.415117797707)",Voice In,
126,6623922,2016-12-13 11:25:25,2016-12-18 15:25:06,2016-12-18 15:25:06,Closed,Area Cleaned - cleaned area,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 15TH ST and MISSION ST,9,Mission,"(37.7666735118861, -122.419825155814)",Voice In,
127,6623692,2016-12-13 10:49:16,2016-12-17 12:15:25,2016-12-17 12:15:25,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2741 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765254853045, -122.413971476051)",Voice In,
128,6623647,2016-12-13 10:43:15,2016-12-16 16:30:17,2016-12-16 16:30:17,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2055 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76446995088, -122.415047154803)",Voice In,
129,6623627,2016-12-13 10:41:01,2016-12-17 13:25:41,2016-12-17 13:25:41,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1990 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765557797846, -122.415491958004)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/585040b43da19793c74cea10/report.jpg
130,6623507,2016-12-13 10:22:50,2016-12-17 11:30:58,2016-12-17 11:30:58,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2720 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765576233278, -122.413529489972)",Web Self Service,http://mobile311.sfgov.org/media/san_francisco/report/photos/58503c703da19793c74ce7ff/IMG_3689.JPG
131,6623367,2016-12-13 10:04:41,2016-12-17 00:27:30,2016-12-17 00:27:30,Closed,Area Cleaned - 12:14PM SFPD Dispatcher 8  (HOLD 1 minutes) CAD# 163481672,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2140 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.762841308368, -122.415265775503)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5850382a3da19793c74ce5dd/report.jpg
132,6623321,2016-12-13 09:57:47,2016-12-17 11:30:59,2016-12-17 11:30:59,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2701 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765280292932, -122.413549937638)",Web Self Service,http://mobile311.sfgov.org/media/san_francisco/report/photos/5850368f3da19793c74ce503/IMG_3689.JPG
133,6623293,2016-12-13 09:53:47,2016-12-17 00:27:32,2016-12-17 00:27:32,Closed,Area Cleaned - 12:14PM SFPD Dispatcher 8  (HOLD 1 minutes) CAD# 163481701,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2742 17TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764367617118, -122.411161195504)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/585035a23da19793c74ce4a1/report.jpg
134,6623271,2016-12-13 09:50:44,2016-12-17 00:27:37,2016-12-17 00:27:37,Closed,Area Cleaned - 12:14PM SFPD Dispatcher 8  (HOLD 1 minutes) CAD# 163481707.,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of BRYANT ST and 18TH ST,9,Mission,"(37.7617593060454, -122.410118289843)",Voice In,
135,6623220,2016-12-13 09:45:49,2016-12-17 00:27:22,2016-12-17 00:27:22,Closed,Area Cleaned - 12:14PM SFPD Dispatcher 8  (HOLD 1 minutes) CAD# 163481675,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765511320074, -122.417678769023)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/585033c53da19793c74ce3c3/report.jpg
136,6623209,2016-12-13 09:44:51,2016-12-17 11:30:53,2016-12-17 11:30:53,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"490 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765511320074, -122.417678769023)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5850338a3da19793c74ce373/report.jpg
137,6623040,2016-12-13 09:22:27,2016-12-17 00:27:32,2016-12-17 00:27:32,Closed,Area Cleaned - 12:14PM SFPD Dispatcher 8  (HOLD 1 minutes) CAD# 163481690,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1775 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.76874863953, -122.419829235681)",Web Self Service,
138,6622973,2016-12-13 09:10:46,2016-12-17 00:27:41,2016-12-17 00:27:41,Closed,Area Cleaned - 12:14PM SFPD Dispatcher 8  (HOLD 1 minutes) CAD# 163481680,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of TREAT AVE and 16TH ST,9,Mission,"(37.7654474943791, -122.413105187419)",Voice In,
139,6622850,2016-12-13 08:53:10,2016-12-17 00:27:42,2016-12-17 00:27:42,Closed,Area Cleaned - 09:10AM SFPD Dispatcher ( HOLD 1 minutes) CAD# 163480995,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 16TH ST and SHOTWELL ST,9,Mission,"(37.765249409965, -122.416387642122)",Open311,
140,6622734,2016-12-13 08:31:14,2016-12-17 00:27:44,2016-12-17 00:27:44,Closed,Area Cleaned - 08:54AM SFPD Dispatcher 61  (HOLD 3 minutes) CAD# 80948,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of FLORIDA ST and 17TH ST,9,Mission,"(37.7642514416934, -122.411330111097)",Voice In,
141,6622481,2016-12-13 07:36:32,2016-12-17 12:15:37,2016-12-17 12:15:37,Closed,Area Cleaned - ADVISE SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 20TH ST and ALABAMA ST,9,Mission,"(37.7590840111401, -122.411579830231)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/585015753da19793c74cdae8/report.jpg
142,6622420,2016-12-13 07:00:23,2016-12-17 00:27:57,2016-12-17 00:27:57,Closed,Area Cleaned - 07:23AM SFPD Dispatcher 177 CAD#  163480647,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 20TH ST and FLORIDA ST,9,Mission,"(37.7591338604323, -122.410758686679)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58500cf63da19793c74cd996/photo_20161213_065538.jpg
143,6622412,2016-12-13 06:56:21,2016-12-17 00:27:59,2016-12-17 00:27:59,Closed,Area Cleaned - 07:23AM SFPD Dispatcher 177 CAD# 163480657,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"400 ALABAMA ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763833042374, -122.412416363753)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58500c093da19793c74cd964/report.jpg
144,6622406,2016-12-13 06:52:14,2016-12-17 00:28:02,2016-12-17 00:28:02,Closed,Area Cleaned - 07:23AM SFPD Dispatcher 177 CAD# 163480654,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"3121 17TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763536136912, -122.415785328009)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58500b113da19793c74cd94a/report.jpg
145,6622146,2016-12-12 21:55:03,2016-12-13 13:25:09,2016-12-13 13:25:09,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2050 BRYANT ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761015579909, -122.410534254165)",Open311,
146,6622090,2016-12-12 21:11:16,2016-12-17 08:25:27,2016-12-17 08:25:27,Closed,Area Cleaned - Contacted SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of CESAR CHAVEZ ON RAMP and HAMPSHIRE ST,9,Mission,"(37.748957298479, -122.40648746343)",Open311,
147,6622007,2016-12-12 20:20:46,2016-12-13 13:25:09,2016-12-13 13:25:09,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2048 BRYANT ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.761130420644, -122.410127826554)",Open311,
148,6621864,2016-12-12 19:03:50,2016-12-16 20:25:07,2016-12-16 20:25:07,Closed,Area Cleaned - ADVISE SFPD - OCCUPIED,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 20TH ST and FLORIDA ST,9,Mission,"(37.7591338604323, -122.410758686679)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f650c3da19793c74cd094/photo_20161212_190029.jpg
149,6621862,2016-12-12 19:03:13,2016-12-16 19:25:15,2016-12-16 19:25:15,Closed,Area Cleaned - ADVISE SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1990 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765557797846, -122.415491958004)",Web Self Service,
150,6621761,2016-12-12 17:59:39,2016-12-16 19:25:23,2016-12-16 19:25:23,Closed,Area Cleaned - sent 525 to clean and advise sfpd,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"1880 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767159874561, -122.420032495993)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f56023da19793c74ccf01/report.jpg
151,6621758,2016-12-12 17:57:11,2016-12-16 19:25:20,2016-12-16 19:25:20,Closed,Area Cleaned -,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2147 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.762783371425, -122.414880411586)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f556e3da19793c74ccef3/report.jpg
152,6621748,2016-12-12 17:53:58,2016-12-16 19:25:22,2016-12-16 19:25:22,Closed,Area Cleaned - duplicate,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"2147 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.762783371425, -122.414880411586)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f54ae3da19793c74ccedf/report.jpg
153,6621714,2016-12-12 17:36:44,2016-12-16 19:25:25,2016-12-16 19:25:25,Closed,Area Cleaned - ADVISE SFPD,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"105 JULIAN AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766435384884, -122.420898763908)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/584f50a43da19793c74cce90/photo_20161212_173555.jpg
